respondent_id,survey_date,session_source,role,region,city,institution_type,institution_tier,delivery_mode,discipline,program_level,year_of_study,age,ai_literacy_1to5,digital_comfort_1to5,internet_quality_1to5,ai_use_days_per_week,time_saved_hours_per_week,primary_ai_tool,other_tools_used,top_ai_use_cases,assessment_context_most_impacted,institution_policy_awareness,institution_ai_stance,cites_ai_sources_rate_0to1,verifies_ai_outputs_rate_0to1,perceived_learning_benefit_1to5,perceived_cheating_risk_1to5,perceived_dependency_risk_1to5,trust_in_ai_outputs_1to5,fairness_equity_concern_1to5,plagiarism_or_misuse_flag,student_grade_change_pct,student_stress_change_index,student_critical_thinking_change_index,staff_reported_ai_misuse_cases_last_term,ai_training_hours_last_6_months,ai_adoption_category
R101401,2025-03-07,Class Survey,Student,Canada,Toronto,EdTech Bootcamp,Tier 3,Online,Sciences,Undergraduate,3,18,3,2,4,3,4.1,ChatGPT,Gemini; QuillBot,Career guidance,Take-home assignment,Read it,Allowed (limited),0.56,0.22,2,5,3,2,3,0,0.1,1.6,-3.0,,0.7,Medium
R101402,2024-12-23,Class Survey,Admin,UK,Birmingham,Public University,Tier 2,Hybrid,Computer Science,Staff,,53,4,2,4,7,7.6,Perplexity,,Assignment writing; Note-making,Project,Heard of it,Unclear,0.42,0.41,3,4,3,3,3,1,,,,2.0,6.0,High
R101403,2025-04-10,Panel Discussion Survey,Student,UAE,Sharjah,Private University,Tier 3,On-campus,Arts/Humanities,Undergraduate,1,17,3,2,4,4,3.9,ChatGPT,,Presentation creation; Note-making; Exam revision,Take-home assignment,Not aware,Allowed (limited),0.17,0.39,5,3,5,4,3,0,7.4,0.0,-0.1,,4.0,Medium
R101404,2025-10-23,Class Survey,Student,India,Delhi,Public University,Tier 1,Hybrid,Arts/Humanities,Undergraduate,1,21,2,2,4,2,4.1,Grammarly,,Presentation creation; Quiz practice; Coding help,In-class test,Not aware,Allowed (limited),0.47,0.37,4,4,4,2,3,0,5.8,3.3,-2.3,,2.7,Medium
R101405,2025-03-12,Panel Discussion Survey,Student,USA,Chicago,EdTech Bootcamp,Tier 2,On-campus,Arts/Humanities,Postgraduate,1,23,2,2,4,2,1.8,Copilot,Midjourney; ChatGPT,Coding help,Project,Heard of it,Not allowed,0.0,0.31,4,3,2,2,4,0,0.3,1.2,-0.8,,2.0,Medium
R101406,2025-05-26,Class Survey,Admin,Canada,Montreal,EdTech Bootcamp,Tier 2,On-campus,Arts/Humanities,Staff,,52,5,2,4,6,7.9,Perplexity,DALL·E; Perplexity; Gemini,Coding help,Viva/Oral,Trained on it,Allowed with citation,0.82,0.51,5,2,1,4,4,0,,,,2.0,7.2,High
R101407,2025-05-27,Class Survey,Student,Australia,Brisbane,Public University,Tier 1,Online,Education,Doctorate,3,30,2,2,4,2,0.5,Grammarly,Notion AI; Gemini; DALL·E,Assignment writing; Interview prep,Project,Heard of it,Unclear,0.25,0.51,3,4,2,3,3,0,1.8,-0.3,3.7,,0.4,Medium
R101408,2025-11-18,Workshop Feedback,Faculty,UAE,Dubai,Public University,Tier 2,On-campus,Arts/Humanities,Staff,,46,2,2,4,1,3.9,Gemini,,Assignment writing; Coding help; Exam revision,Viva/Oral,Read it,Not allowed,0.28,0.13,3,5,4,3,4,0,,,,4.0,8.0,Low
R101409,2025-03-10,Panel Discussion Survey,Student,Canada,Vancouver,Private University,Tier 2,Hybrid,Computer Science,Undergraduate,1,23,2,2,4,3,3.0,Gemini,Khanmigo; Notion AI,Interview prep,In-class test,Not aware,Unclear,0.29,0.3,4,5,3,2,4,0,3.3,-1.2,-4.8,,0.6,Medium
R101410,2025-11-06,Panel Discussion Survey,Faculty,UAE,Abu Dhabi,Public University,Tier 2,On-campus,Engineering,Staff,,45,3,2,4,3,5.8,Copilot,,Interview prep; Quiz practice,In-class test,Trained on it,Allowed with citation,0.64,0.07,3,4,4,2,2,0,,,,1.0,4.7,Medium
R101411,2025-10-29,Panel Discussion Survey,Admin,UAE,Dubai,K-12 School,Tier 1,On-campus,Medicine,Staff,,35,4,2,4,3,2.2,Notion AI,Perplexity,Assignment writing,Take-home assignment,Read it,Allowed with citation,0.45,0.34,4,4,3,5,2,0,,,,6.0,8.8,Medium
R101412,2025-01-17,Panel Discussion Survey,Faculty,Australia,Perth,Public University,Tier 1,Hybrid,Business,Staff,,46,3,2,4,2,0.9,DALL·E,Claude,Coding help; Research summarization,In-class test,Heard of it,Not allowed,0.35,0.17,5,4,3,2,5,0,,,,6.0,2.5,Medium
R101413,2025-08-27,Class Survey,Faculty,India,Mumbai,K-12 School,Tier 3,Hybrid,Education,Staff,,40,4,2,4,4,7.5,Claude,Claude; Stable Diffusion; Khanmigo,Exam revision; Assignment writing; Presentation creation,Project,Trained on it,Not allowed,0.3,0.66,3,5,3,3,4,0,,,,4.0,10.6,Medium
R101414,2025-02-19,Panel Discussion Survey,Student,India,Hyderabad,Private University,Tier 2,Hybrid,Business,Postgraduate,1,27,3,2,4,3,2.3,Notion AI,Khanmigo; Notion AI,Note-making; Language improvement,Take-home assignment,Read it,Allowed (limited),0.22,0.48,2,3,3,4,5,0,4.5,-1.1,4.6,,0.8,Medium
R101415,2025-08-14,Class Survey,Faculty,India,Kolkata,Private University,Tier 3,On-campus,Law,Staff,,27,4,2,4,4,1.7,DALL·E,,Quiz practice; Language improvement,In-class test,Heard of it,Allowed (limited),0.54,0.38,4,3,5,1,4,0,,,,6.0,9.2,Medium
R101416,2025-01-14,Workshop Feedback,Student,UAE,Sharjah,Public University,Tier 2,On-campus,Computer Science,Undergraduate,4,21,3,2,4,4,2.7,Grammarly,ChatGPT; Gemini; Grammarly,Coding help,Viva/Oral,Heard of it,Allowed with citation,0.39,0.0,3,5,2,4,4,1,-1.8,-3.4,-3.2,,3.1,Medium
R101417,2025-09-18,Panel Discussion Survey,Student,UAE,Sharjah,EdTech Bootcamp,Tier 3,Hybrid,Education,Undergraduate,2,21,2,2,4,5,7.7,Claude,,Interview prep; Assignment writing,Take-home assignment,Read it,Allowed with citation,0.58,0.1,4,2,4,5,1,0,1.1,-1.2,-0.3,,1.2,Medium
R101418,2025-01-05,Panel Discussion Survey,Faculty,USA,New York,Community College,Tier 1,Hybrid,Business,Staff,,29,3,2,4,5,7.5,Copilot,Gemini; Notion AI,Exam revision,In-class test,Not aware,Not allowed,0.2,0.25,3,2,4,4,2,0,,,,0.0,6.9,Medium
R101419,2025-04-16,Panel Discussion Survey,Admin,India,Delhi,Private University,Tier 2,Hybrid,Medicine,Staff,,32,3,2,4,5,4.5,Midjourney,Stable Diffusion,Quiz practice,Viva/Oral,Trained on it,Allowed (limited),0.19,0.39,3,4,4,2,4,0,,,,1.0,5.6,Medium
R101420,2025-09-03,Panel Discussion Survey,Student,India,Pune,Private University,Tier 2,Hybrid,Business,Undergraduate,4,18,3,2,4,3,2.3,Copilot,Grammarly,Assignment writing,In-class test,Not aware,Allowed with citation,0.4,0.59,5,4,3,2,2,0,-2.2,-8.8,-2.1,,0.3,Medium
R101421,2025-07-11,Workshop Feedback,Student,Australia,Brisbane,EdTech Bootcamp,Tier 1,Online,Arts/Humanities,Undergraduate,3,19,3,2,4,6,8.5,Gemini,,Career guidance,Project,Heard of it,Unclear,0.33,0.19,4,4,2,3,3,0,-5.5,-6.6,-0.4,,5.1,High
R101422,2025-02-20,Panel Discussion Survey,Student,India,Pune,K-12 School,Tier 1,Hybrid,Business,Undergraduate,1,17,3,2,4,4,7.4,Perplexity,,Career guidance; Coding help; Quiz practice,In-class test,Not aware,Not allowed,0.13,0.21,2,4,2,3,4,1,2.8,-10.4,-2.5,,0.0,Medium
R101423,2025-08-13,Panel Discussion Survey,Student,Australia,Melbourne,K-12 School,Tier 2,On-campus,Law,High School,11,14,1,2,4,3,3.5,ChatGPT,Perplexity; Stable Diffusion; Notion AI,Assignment writing,Take-home assignment,Not aware,Unclear,0.12,0.0,4,3,2,4,3,1,-4.1,-4.4,0.3,,1.7,Medium
R101424,2025-11-20,Class Survey,Student,India,Chennai,Community College,Tier 3,Hybrid,Arts/Humanities,Postgraduate,2,22,2,2,4,3,4.7,Notion AI,,Exam revision; Quiz practice; Presentation creation,Take-home assignment,Not aware,Unclear,0.41,0.37,3,3,3,4,3,0,2.8,-3.3,3.1,,1.5,Medium
R101425,2025-07-15,Panel Discussion Survey,Student,UAE,Dubai,K-12 School,Tier 2,Hybrid,Sciences,Postgraduate,1,21,2,2,4,2,4.1,Stable Diffusion,Khanmigo; ChatGPT,Exam revision,Take-home assignment,Not aware,Unclear,0.04,0.0,4,3,4,3,4,0,9.1,-3.7,2.2,,2.4,Medium
R101426,2025-01-09,Panel Discussion Survey,Student,UAE,Dubai,Private University,Tier 1,Online,Education,High School,10,14,2,2,4,4,9.1,Stable Diffusion,Notion AI,Interview prep; Research summarization,In-class test,Trained on it,Unclear,0.13,0.05,4,3,3,2,5,0,9.4,0.8,-1.8,,2.0,Medium
R101427,2025-07-21,Panel Discussion Survey,Student,Canada,Montreal,K-12 School,Tier 3,On-campus,Arts/Humanities,Postgraduate,1,27,3,2,4,4,2.5,Notion AI,ChatGPT; Copilot,Career guidance; Interview prep,Project,Heard of it,Not allowed,0.22,0.53,3,4,3,2,3,0,1.0,-5.9,-1.2,,3.1,Medium
R101428,2025-01-07,Panel Discussion Survey,Student,India,Delhi,Private University,Tier 1,Hybrid,Law,Undergraduate,3,23,2,2,4,1,0.0,Midjourney,,Career guidance,Online quiz,Not aware,Unclear,0.15,0.64,3,4,4,4,4,0,-1.0,2.2,-2.6,,0.7,Low
R101429,2025-01-13,Panel Discussion Survey,Student,Australia,Sydney,Community College,Tier 1,On-campus,Business,Undergraduate,3,22,1,2,4,1,0.2,Khanmigo,ChatGPT; Copilot; Claude,Career guidance,In-class test,Heard of it,Unclear,0.35,0.3,2,2,1,4,2,0,-0.4,-3.7,-1.1,,0.5,Low
R101430,2025-02-25,Panel Discussion Survey,Faculty,UAE,Dubai,EdTech Bootcamp,Tier 3,Hybrid,Arts/Humanities,Staff,,52,3,2,4,4,6.5,Stable Diffusion,ChatGPT; Copilot; DALL·E,Note-making; Interview prep,Take-home assignment,Heard of it,Not allowed,0.25,0.39,4,2,1,3,4,0,,,,0.0,4.6,Medium
R101431,2025-06-06,Panel Discussion Survey,Student,USA,San Francisco,EdTech Bootcamp,Tier 3,Online,Engineering,Undergraduate,1,22,2,2,4,3,3.1,Midjourney,Midjourney; ChatGPT,Coding help; Exam revision; Presentation creation,Project,Heard of it,Allowed (limited),0.57,0.76,4,4,2,3,4,0,4.8,-3.7,1.2,,1.7,Medium
R101432,2025-01-21,Class Survey,Student,UAE,Sharjah,Private University,Tier 3,Online,Education,Undergraduate,4,17,3,2,4,5,6.6,DALL·E,Gemini,Coding help; Note-making; Quiz practice,Take-home assignment,Heard of it,Allowed (limited),0.16,0.36,3,3,4,5,3,0,-1.7,-3.5,2.0,,2.8,Medium
R101433,2025-07-21,Workshop Feedback,Student,India,Hyderabad,Private University,Tier 3,On-campus,Computer Science,Postgraduate,2,23,4,2,4,4,5.0,Gemini,,Coding help; Note-making,Take-home assignment,Heard of it,Not allowed,0.49,0.44,4,2,1,4,3,0,-2.3,-3.4,-0.7,,0.0,Medium
R101434,2025-03-17,Panel Discussion Survey,Student,UAE,Sharjah,K-12 School,Tier 2,On-campus,Engineering,Undergraduate,1,21,1,2,4,2,2.4,ChatGPT,QuillBot; Notion AI,Quiz practice; Assignment writing,Viva/Oral,Heard of it,Not allowed,0.2,0.19,2,2,3,1,2,0,-7.4,-3.4,1.9,,2.6,Low
R101435,2025-01-30,Panel Discussion Survey,Admin,India,Mumbai,EdTech Bootcamp,Tier 2,Hybrid,Arts/Humanities,Staff,,33,2,2,4,2,2.6,ChatGPT,,Assignment writing,Viva/Oral,Read it,Allowed (limited),0.28,0.64,3,5,2,3,3,0,,,,6.0,7.6,Medium
R101436,2025-08-14,Class Survey,Student,India,Hyderabad,K-12 School,Tier 2,Hybrid,Engineering,Undergraduate,2,22,3,2,4,4,6.9,Grammarly,Midjourney,Research summarization; Exam revision,Take-home assignment,Read it,Unclear,0.0,0.55,4,3,3,3,1,0,11.4,2.5,-2.1,,2.3,Medium
R101437,2025-02-26,Class Survey,Student,USA,Seattle,Public University,Tier 3,Online,Business,Postgraduate,2,27,2,2,4,2,0.5,DALL·E,Khanmigo; Copilot,Coding help; Quiz practice,Take-home assignment,Heard of it,Unclear,0.08,0.47,3,4,3,3,3,0,3.4,-1.8,-1.3,,1.1,Medium
R101438,2025-02-20,Panel Discussion Survey,Faculty,UAE,Abu Dhabi,Private University,Tier 3,On-campus,Engineering,Staff,,56,4,2,4,5,5.7,Stable Diffusion,Copilot; Grammarly; ChatGPT,Exam revision; Research summarization,Online quiz,Heard of it,Allowed (limited),0.39,0.59,2,4,3,4,3,0,,,,2.0,3.4,High
R101439,2025-07-17,Workshop Feedback,Admin,India,Hyderabad,K-12 School,Tier 2,Online,Sciences,Staff,,47,4,2,4,5,3.6,Midjourney,Gemini; ChatGPT,Assignment writing; Note-making; Coding help,In-class test,Heard of it,Allowed (limited),0.07,0.45,2,4,3,3,4,0,,,,5.0,4.6,High
R101440,2025-07-19,Panel Discussion Survey,Student,India,Hyderabad,K-12 School,Tier 2,Hybrid,Business,Undergraduate,3,18,3,2,4,4,5.3,Midjourney,QuillBot; Claude,Interview prep; Presentation creation,Project,Not aware,Allowed with citation,0.0,0.39,4,3,4,2,2,0,6.1,-0.4,0.7,,1.6,Medium
R101441,2025-02-23,Panel Discussion Survey,Student,India,Pune,K-12 School,Tier 2,On-campus,Engineering,Postgraduate,1,25,3,2,4,6,6.8,Perplexity,Stable Diffusion,Interview prep; Assignment writing; Research summarization,In-class test,Read it,Allowed with citation,0.13,0.28,5,3,5,2,3,0,-3.1,-2.8,-3.2,,0.0,High
R101442,2025-06-19,Panel Discussion Survey,Student,India,Kolkata,Community College,Tier 2,On-campus,Sciences,Postgraduate,1,29,1,2,4,2,4.5,Copilot,DALL·E; ChatGPT; Claude,Note-making; Exam revision,Take-home assignment,Read it,Allowed (limited),0.27,0.22,3,2,4,3,4,1,-2.9,0.6,4.4,,2.6,Low
R101443,2025-06-26,Panel Discussion Survey,Student,USA,Boston,Private University,Tier 3,Hybrid,Sciences,High School,10,14,4,2,4,6,7.2,Grammarly,ChatGPT,Note-making,Online quiz,Trained on it,Allowed (limited),0.56,0.58,4,2,3,2,3,0,1.1,1.5,-1.4,,1.5,High
R101444,2025-03-18,Panel Discussion Survey,Student,India,Hyderabad,Private University,Tier 1,On-campus,Computer Science,Undergraduate,3,23,5,2,4,6,6.3,ChatGPT,ChatGPT,Coding help,Take-home assignment,Read it,Unclear,0.27,0.57,2,5,2,3,4,0,5.3,-3.0,-0.1,,0.2,High
R101445,2025-03-12,Workshop Feedback,Student,Australia,Perth,K-12 School,Tier 2,Hybrid,Medicine,Undergraduate,3,19,4,2,4,5,5.5,Khanmigo,,Research summarization; Coding help,In-class test,Read it,Allowed with citation,0.38,0.68,4,3,3,4,3,0,6.6,0.5,-0.8,,2.8,High
R101446,2025-12-07,Panel Discussion Survey,Faculty,India,Hyderabad,Private University,Tier 3,Hybrid,Computer Science,Staff,,55,3,2,4,2,5.8,Grammarly,,Coding help; Note-making; Exam revision,Online quiz,Heard of it,Allowed with citation,0.43,0.5,2,3,5,2,1,0,,,,3.0,15.6,Medium
R101447,2025-02-24,Panel Discussion Survey,Student,India,Bengaluru,K-12 School,Tier 2,Hybrid,Sciences,Undergraduate,4,22,2,2,4,3,0.5,ChatGPT,ChatGPT; Copilot,Quiz practice; Research summarization,Viva/Oral,Heard of it,Unclear,0.52,0.4,3,2,3,2,2,0,0.8,-4.3,1.8,,1.0,Medium
R101448,2025-12-12,Class Survey,Student,Australia,Brisbane,K-12 School,Tier 2,On-campus,Engineering,Undergraduate,2,19,4,2,4,2,1.1,Grammarly,Copilot; ChatGPT,Language improvement,In-class test,Heard of it,Allowed with citation,0.65,0.37,4,4,4,2,5,0,3.4,-1.6,-3.0,,0.7,Medium
R101449,2025-10-07,Workshop Feedback,Student,India,Chennai,K-12 School,Tier 2,Online,Engineering,Undergraduate,1,21,3,2,4,4,4.9,Notion AI,ChatGPT; QuillBot,Career guidance; Presentation creation,Online quiz,Read it,Not allowed,0.51,0.23,2,3,4,2,4,0,2.7,2.7,4.0,,0.8,Medium
R101450,2025-01-14,Panel Discussion Survey,Faculty,India,Mumbai,Private University,Tier 1,Hybrid,Business,Staff,,49,4,2,4,5,4.7,QuillBot,,Note-making; Exam revision,Take-home assignment,Trained on it,Allowed with citation,0.37,0.33,5,3,4,3,3,0,,,,2.0,13.9,High
R101451,2025-10-13,Panel Discussion Survey,Student,Singapore,Singapore,K-12 School,Tier 1,Hybrid,Arts/Humanities,Undergraduate,3,23,3,2,4,4,5.8,Midjourney,Copilot; Perplexity,Assignment writing; Note-making,Project,Read it,Unclear,0.34,0.65,3,3,4,3,3,1,-6.3,1.5,2.3,,3.7,Medium
R101452,2025-05-16,Panel Discussion Survey,Faculty,Singapore,Singapore,Public University,Tier 1,Hybrid,Computer Science,Staff,,29,4,2,4,4,4.7,Gemini,Copilot; QuillBot; Gemini,Assignment writing; Presentation creation; Interview prep,In-class test,Trained on it,Allowed (limited),0.48,0.22,4,4,2,2,4,0,,,,2.0,9.6,Medium
R101453,2025-04-21,Class Survey,Faculty,UK,Edinburgh,Public University,Tier 1,Hybrid,Law,Staff,,47,4,2,4,3,4.1,Khanmigo,,Assignment writing; Presentation creation; Exam revision,Take-home assignment,Trained on it,Not allowed,0.43,0.56,5,3,2,3,5,0,,,,2.0,14.0,Medium
R101454,2025-07-18,Class Survey,Student,India,Hyderabad,Private University,Tier 1,Online,Medicine,Undergraduate,4,18,3,2,4,6,7.4,ChatGPT,,Note-making,Take-home assignment,Not aware,Unclear,0.1,0.48,4,4,3,4,3,0,8.2,-0.9,-1.6,,4.7,High
R101455,2025-04-19,Panel Discussion Survey,Student,USA,Seattle,Public University,Tier 2,Hybrid,Arts/Humanities,Postgraduate,1,22,2,2,4,2,2.2,Claude,Copilot; QuillBot,Note-making; Research summarization,Project,Heard of it,Not allowed,0.54,0.25,2,5,4,3,3,0,3.4,-6.3,-2.4,,0.7,Medium
R101456,2025-06-29,Panel Discussion Survey,Student,Singapore,Singapore,EdTech Bootcamp,Tier 1,Hybrid,Sciences,Doctorate,2,27,2,2,4,2,0.0,Copilot,QuillBot,Research summarization,Take-home assignment,Read it,Allowed (limited),0.36,0.36,4,3,4,5,3,0,-2.7,-1.6,-3.7,,1.5,Medium
R101457,2025-05-21,Workshop Feedback,Student,Singapore,Singapore,EdTech Bootcamp,Tier 3,On-campus,Business,Undergraduate,2,18,1,2,4,2,2.8,Khanmigo,ChatGPT; Claude,Coding help; Assignment writing; Interview prep,Online quiz,Heard of it,Unclear,0.37,0.32,2,3,3,2,3,0,-1.9,-3.2,-0.6,,1.5,Low
R101458,2025-07-09,Class Survey,Faculty,India,Hyderabad,Public University,Tier 1,On-campus,Computer Science,Staff,,28,3,2,4,3,0.1,DALL·E,Copilot; Grammarly; Perplexity,Assignment writing; Interview prep,In-class test,Read it,Allowed with citation,0.47,0.24,3,3,4,3,3,0,,,,1.0,4.8,Medium
R101459,2025-03-04,Panel Discussion Survey,Student,India,Mumbai,K-12 School,Tier 2,Hybrid,Engineering,High School,11,14,2,2,4,2,1.1,ChatGPT,Notion AI,Quiz practice; Assignment writing,Project,Heard of it,Allowed (limited),0.2,0.23,5,3,3,3,3,0,1.3,-4.8,-1.1,,1.4,Medium
R101460,2025-11-05,Panel Discussion Survey,Student,India,Kolkata,Private University,Tier 3,On-campus,Law,High School,10,15,3,2,4,3,4.6,QuillBot,Gemini; ChatGPT,Quiz practice; Note-making,Viva/Oral,Not aware,Allowed (limited),0.08,0.43,2,1,2,3,3,0,2.2,-9.8,-0.0,,1.8,Medium
R101461,2025-07-10,Workshop Feedback,Student,India,Hyderabad,K-12 School,Tier 1,Hybrid,Computer Science,Undergraduate,4,20,3,2,4,4,7.2,Midjourney,QuillBot; ChatGPT,Note-making; Research summarization,In-class test,Trained on it,Unclear,0.54,0.43,3,4,2,3,3,0,4.0,-1.4,-3.1,,4.3,Medium
R101462,2025-10-07,Panel Discussion Survey,Student,UK,Manchester,K-12 School,Tier 2,Online,Law,Undergraduate,2,17,2,2,4,5,10.7,Stable Diffusion,,Coding help; Research summarization; Quiz practice,Online quiz,Read it,Unclear,0.4,0.11,5,2,3,1,5,0,2.0,-0.8,-4.9,,0.0,Medium
R101463,2025-12-11,Class Survey,Student,India,Pune,Private University,Tier 3,On-campus,Medicine,High School,9,14,3,2,4,4,3.9,Gemini,Gemini,Assignment writing,In-class test,Heard of it,Unclear,0.4,0.45,3,2,3,3,2,0,2.4,-6.8,-0.9,,1.0,Medium
R101464,2025-08-26,Class Survey,Student,India,Bengaluru,Public University,Tier 2,On-campus,Arts/Humanities,Undergraduate,3,18,3,2,4,4,3.1,ChatGPT,DALL·E; Midjourney; ChatGPT,Interview prep; Assignment writing,Online quiz,Not aware,Allowed (limited),0.74,0.46,3,3,4,4,3,0,-0.6,0.6,-0.6,,1.6,Medium
R101465,2025-09-26,Panel Discussion Survey,Student,India,Bengaluru,Public University,Tier 1,Hybrid,Arts/Humanities,Undergraduate,2,23,3,2,4,5,7.0,Copilot,Perplexity; ChatGPT,Quiz practice; Interview prep,Take-home assignment,Not aware,Allowed with citation,0.25,0.61,4,4,4,5,2,0,-1.0,3.4,0.2,,0.7,Medium
R101466,2025-11-19,Panel Discussion Survey,Student,UAE,Sharjah,Private University,Tier 2,On-campus,Computer Science,Undergraduate,1,18,5,2,4,6,10.9,DALL·E,,Coding help,Take-home assignment,Heard of it,Unclear,0.43,0.59,3,2,3,5,4,0,9.7,-7.4,-1.7,,0.0,High
R101467,2025-04-02,Class Survey,Student,India,Kolkata,EdTech Bootcamp,Tier 2,Hybrid,Business,Undergraduate,2,20,3,2,4,4,7.9,Gemini,Claude; ChatGPT; Copilot,Career guidance; Assignment writing,Project,Not aware,Allowed (limited),0.39,0.36,1,3,3,3,4,0,6.7,-5.1,0.1,,1.3,Medium
R101468,2025-10-05,Class Survey,Student,India,Chennai,Private University,Tier 2,Hybrid,Education,High School,12,17,2,2,4,3,1.5,Perplexity,DALL·E; ChatGPT; Claude,Exam revision; Note-making; Research summarization,In-class test,Not aware,Allowed (limited),0.19,0.49,2,3,3,3,2,0,0.7,-8.0,0.0,,0.4,Medium
R101469,2025-04-29,Panel Discussion Survey,Student,India,Bengaluru,Private University,Tier 1,Hybrid,Engineering,Undergraduate,1,23,3,2,4,5,5.7,Stable Diffusion,ChatGPT,Coding help; Research summarization; Note-making,Take-home assignment,Not aware,Not allowed,0.31,0.64,5,3,2,3,2,0,1.7,-4.2,-2.0,,0.6,Medium
R101470,2025-02-02,Panel Discussion Survey,Faculty,Singapore,Singapore,Public University,Tier 1,Hybrid,Arts/Humanities,Staff,,49,4,2,4,4,6.5,Copilot,Perplexity; DALL·E; Copilot,Exam revision; Presentation creation,In-class test,Heard of it,Allowed with citation,0.61,0.27,4,3,2,3,4,0,,,,2.0,2.9,Medium
R101471,2025-03-02,Workshop Feedback,Student,India,Kolkata,EdTech Bootcamp,Tier 3,Hybrid,Sciences,Undergraduate,4,19,3,2,4,3,5.4,Grammarly,ChatGPT; DALL·E,Coding help,Online quiz,Not aware,Unclear,0.23,0.34,5,2,4,2,3,0,-2.0,-3.9,-1.2,,0.0,Medium
R101472,2025-10-01,Panel Discussion Survey,Student,UAE,Dubai,Private University,Tier 2,On-campus,Computer Science,Undergraduate,3,21,2,2,4,4,6.0,Stable Diffusion,Notion AI,Career guidance,Viva/Oral,Read it,Allowed with citation,0.18,0.0,3,3,3,3,5,0,3.2,-4.1,0.2,,0.8,Medium
R101473,2025-09-03,Workshop Feedback,Student,India,Pune,K-12 School,Tier 1,On-campus,Engineering,Undergraduate,4,22,4,2,4,7,7.5,Claude,Khanmigo; ChatGPT,Career guidance,Project,Heard of it,Unclear,0.52,0.34,4,4,2,3,2,0,4.7,-5.1,1.0,,0.2,High
R101474,2025-10-04,Panel Discussion Survey,Student,India,Hyderabad,K-12 School,Tier 2,On-campus,Engineering,High School,10,15,4,2,4,4,6.0,Gemini,Perplexity,Coding help,Project,Heard of it,Unclear,0.18,0.78,4,4,4,4,4,0,3.1,-2.2,3.1,,0.0,Medium
R101475,2025-04-24,Workshop Feedback,Student,India,Pune,Public University,Tier 3,Online,Computer Science,Undergraduate,3,19,4,2,4,5,7.9,Gemini,Khanmigo; Grammarly; Copilot,Exam revision; Coding help,Viva/Oral,Trained on it,Unclear,0.46,0.32,3,3,5,1,5,0,4.5,-7.1,-7.1,,3.3,High
R101476,2025-10-30,Class Survey,Student,India,Bengaluru,Public University,Tier 1,On-campus,Sciences,Undergraduate,4,20,4,2,4,4,2.9,Notion AI,QuillBot; ChatGPT; Grammarly,Quiz practice; Exam revision,Online quiz,Heard of it,Unclear,0.4,0.6,4,2,4,3,3,0,8.9,-0.8,-0.2,,0.0,Medium
R101477,2025-11-06,Panel Discussion Survey,Admin,India,Pune,Private University,Tier 1,On-campus,Sciences,Staff,,54,5,2,4,6,9.9,ChatGPT,Perplexity; Midjourney; Khanmigo,Language improvement; Exam revision; Career guidance,Online quiz,Trained on it,Allowed with citation,0.65,0.67,3,4,3,5,3,0,,,,3.0,14.5,High
R101478,2025-01-02,Class Survey,Student,UAE,Dubai,Private University,Tier 2,On-campus,Business,High School,11,16,4,2,4,5,8.0,ChatGPT,ChatGPT; QuillBot; DALL·E,Assignment writing,Online quiz,Not aware,Allowed (limited),0.56,0.41,5,2,3,4,2,0,-3.6,-4.0,-3.0,,2.5,High
R101479,2025-09-11,Workshop Feedback,Student,USA,Austin,K-12 School,Tier 2,On-campus,Sciences,Undergraduate,1,19,3,2,4,7,6.9,Gemini,,Career guidance; Quiz practice,Viva/Oral,Not aware,Allowed (limited),0.32,0.35,4,3,3,2,3,0,1.8,-4.8,-2.1,,1.0,High
R101480,2025-12-21,Workshop Feedback,Student,India,Delhi,K-12 School,Tier 2,On-campus,Computer Science,Undergraduate,4,18,3,2,4,3,5.4,Perplexity,Khanmigo,Assignment writing,Take-home assignment,Not aware,Unclear,0.33,0.68,3,3,3,2,4,0,3.9,-1.3,0.1,,2.8,Medium
R101481,2025-05-02,Class Survey,Student,India,Hyderabad,Public University,Tier 3,Hybrid,Sciences,Undergraduate,3,22,1,2,4,4,6.4,Midjourney,Notion AI; Perplexity,Note-making; Quiz practice; Career guidance,Online quiz,Trained on it,Allowed (limited),0.25,0.44,3,3,4,3,2,0,1.6,-6.3,-0.0,,6.0,Medium
